full_text,clean,lowercase,normalisasi,stopword,tokenizes,stemming
Wakil Ketua MPR RI yang juga Wakil Ketua Majelis Syuro PKS Hidayat Nur Wahid menilai pernyataan Presiden Jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat. &lt; #Jokowi #IKN #PKS https://t.co/06ypTrSzab,Wakil Ketua MPR RI yang juga Wakil Ketua Majelis Syuro PKS Hidayat Nur Wahid menilai pernyataan Presiden Jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat lt,wakil ketua mpr ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat lt,wakil ketua mpr ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota nusantara adalah keputusan seandaruh rakyat tidak tepat lt,wakil ketua mpr ri juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota nusantara keputusan seandaruh rakyat tidak tepat lt,"['wakil', 'ketua', 'mpr', 'ri', 'juga', 'wakil', 'ketua', 'majelis', 'syuro', 'pks', 'hidayat', 'nur', 'wahid', 'menilai', 'pernyataan', 'presiden', 'jokowi', 'soal', 'pemindahan', 'ibu', 'kota', 'nusantara', 'keputusan', 'seandaruh', 'rakyat', 'tidak', 'tepat', 'lt']",wakil ketua mpr ri juga wakil ketua majelis syuro pks hidayat nur wahid nilai nyata presiden jokowi soal pindah ibu kota nusantara putus seandaruh rakyat tidak tepat lt
Jokowi Tunggu Kesiapan IKN soal Keppres Pindah Ibu Kota: Tanda Tangan Gampang Jokowi menekankan Keppres pemindahan ibu kota menunggu IKN benar-benar siap. Jokowi menyebut pindah ibu kota harus dihitung secara matang. &gt;&gt; https://t.co/3tYFlZF2aa #detikcom,Jokowi Tunggu Kesiapan IKN soal Keppres Pindah Ibu Kota Tanda Tangan Gampang Jokowi menekankan Keppres pemindahan ibu kota menunggu IKN benarbenar siap Jokowi menyebut pindah ibu kota harus dihitung secara matang gtgt,jokowi tunggu kesiapan ikn soal keppres pindah ibu kota tanda tangan gampang jokowi menekankan keppres pemindahan ibu kota menunggu ikn benarbenar siap jokowi menyebut pindah ibu kota harus dihitung secara matang gtgt,jokowi tunggu kesiapan ikn soal keppres pindah ibu kota tanda tangan gampang jokowi menekankan keppres pemindahan ibu kota menunggu ikn benarbenar siap jokowi menyebut pindah ibu kota harus dihitung secara matang gtgt,jokowi tunggu kesiapan ikn soal keppres pindah ibu kota tanda tangan gampang jokowi menekankan keppres pemindahan ibu kota menunggu ikn benarbenar siap jokowi menyebut pindah ibu kota dihitung matang gtgt,"['jokowi', 'tunggu', 'kesiapan', 'ikn', 'soal', 'keppres', 'pindah', 'ibu', 'kota', 'tanda', 'tangan', 'gampang', 'jokowi', 'menekankan', 'keppres', 'pemindahan', 'ibu', 'kota', 'menunggu', 'ikn', 'benarbenar', 'siap', 'jokowi', 'menyebut', 'pindah', 'ibu', 'kota', 'dihitung', 'matang', 'gtgt']",jokowi tunggu kesiap ikn soal keppres pindah ibu kota tanda tangan gampang jokowi tekan keppres pindah ibu kota tunggu ikn benarbenar siap jokowi sebut pindah ibu kota hitung matang gtgt
Masyarakat yang ingin ke Ibu Kota Nusantara (IKN) bisa mendaftar online melalui aplikasi IKNOW. Amplikasi tersebut sudah diunduh lebih dari 42 ribu pengguna. https://t.co/zgM0bvfLd3,Masyarakat yang ingin ke Ibu Kota Nusantara IKN bisa mendaftar online melalui aplikasi IKNOW Amplikasi tersebut sudah diunduh lebih dari 42 ribu pengguna,masyarakat yang ingin ke ibu kota nusantara ikn bisa mendaftar online melalui aplikasi iknow amplikasi tersebut sudah diunduh lebih dari 42 ribu pengguna,masyarakat yang ingin ke ibu kota nusantara ikn bisa mendaftar online melaandai aplikasi iknow amplikasi tersebut sudah diunduh lebih dari 42 ribu pengguna,masyarakat ingin ibu kota nusantara ikn mendaftar online melaandai aplikasi iknow amplikasi tersebut diunduh lebih 42 ribu pengguna,"['masyarakat', 'ingin', 'ibu', 'kota', 'nusantara', 'ikn', 'mendaftar', 'online', 'melaandai', 'aplikasi', 'iknow', 'amplikasi', 'tersebut', 'diunduh', 'lebih', '42', 'ribu', 'pengguna']",masyarakat ingin ibu kota nusantara ikn daftar online melaandai aplikasi iknow amplikasi sebut unduh lebih 42 ribu guna
Pemerintah menyiapkan anggaran sebesar Rp 15 triliun untuk kelanjutan pembangunan Ibu Kota Nusantara (IKN) tahun depan. Anggaran kelanjutan pembangunan IKN itu sudah masuk dalam Anggaran Pendapatan dan Belanja Negara (APBN) 2025 atau tahun pertama pemerintahan Presiden Terpilih https://t.co/kJpMJhcZiM,Pemerintah menyiapkan anggaran sebesar Rp 15 triliun untuk kelanjutan pembangunan Ibu Kota Nusantara IKN tahun depan Anggaran kelanjutan pembangunan IKN itu sudah masuk dalam Anggaran Pendapatan dan Belanja Negara APBN 2025 atau tahun pertama pemerintahan Presiden Terpilih,pemerintah menyiapkan anggaran sebesar rp 15 triliun untuk kelanjutan pembangunan ibu kota nusantara ikn tahun depan anggaran kelanjutan pembangunan ikn itu sudah masuk dalam anggaran pendapatan dan belanja negara apbn 2025 atau tahun pertama pemerintahan presiden terpilih,pemerintah menyiapkan anggaran sebesar rp 15 triliun untuk kelanjutan pembangunanan ibu kota nusantara ikn tahun depan anggaran kelanjutan pembangunanan ikn itu sudah masuk dalam anggaran pendapatan dan belanja nusantara apbn 2025 atau tahun pertama pemerintahan presiden terpilih,pemerintah menyiapkan anggaran sebesar rp 15 triliun kelanjutan pembangunanan ibu kota nusantara ikn tahun depan anggaran kelanjutan pembangunanan ikn sudah masuk anggaran pendapatan belanja nusantara apbn 2025 tahun pertama pemerintahan presiden terpilih,"['pemerintah', 'menyiapkan', 'anggaran', 'sebesar', 'rp', '15', 'triliun', 'kelanjutan', 'pembangunanan', 'ibu', 'kota', 'nusantara', 'ikn', 'tahun', 'depan', 'anggaran', 'kelanjutan', 'pembangunanan', 'ikn', 'sudah', 'masuk', 'anggaran', 'pendapatan', 'belanja', 'nusantara', 'apbn', '2025', 'tahun', 'pertama', 'pemerintahan', 'presiden', 'terpilih']",perintah siap anggar besar rp 15 triliun lanjut pembangunanan ibu kota nusantara ikn tahun depan anggar lanjut pembangunanan ikn sudah masuk anggar dapat belanja nusantara apbn 2025 tahun pertama perintah presiden pilih
Presiden Jokowi mengklaim perpindahan IKN dari Jakarta ke Nusantara di Kalimantan Timur merupakan keputusan rakyat Indonesia. Begini katanya: https://t.co/D4WtRxEfnJ,Presiden Jokowi mengklaim perpindahan IKN dari Jakarta ke Nusantara di Kalimantan Timur merupakan keputusan rakyat Indonesia Begini katanya,presiden jokowi mengklaim perpindahan ikn dari jakarta ke nusantara di kalimantan timur merupakan keputusan rakyat indonesia begini katanya,presiden jokowi mengkalauaim perpindahan ikn dari jakarta ke nusantara di kalimantan timur merupakan keputusan rakyat indonesia begini katanya,presiden jokowi mengkalauaim perpindahan ikn jakarta nusantara kalimantan timur merupakan keputusan rakyat indonesia begini katanya,"['presiden', 'jokowi', 'mengkalauaim', 'perpindahan', 'ikn', 'jakarta', 'nusantara', 'kalimantan', 'timur', 'merupakan', 'keputusan', 'rakyat', 'indonesia', 'begini', 'katanya']",presiden jokowi mengkalauaim pindah ikn jakarta nusantara kalimantan timur rupa putus rakyat indonesia begini kata
Ibu Kota Negara (IKN) jadi sorotan masyarakat dan tak sedikit yang ingin mengunjung tempat tersebut. Nah untuk bisa masuk harus daftar dulu di aplikasi IKNOW. https://t.co/8SPsbsGotx,Ibu Kota Negara IKN jadi sorotan masyarakat dan tak sedikit yang ingin mengunjung tempat tersebut Nah untuk bisa masuk harus daftar dulu di aplikasi IKNOW,ibu kota negara ikn jadi sorotan masyarakat dan tak sedikit yang ingin mengunjung tempat tersebut nah untuk bisa masuk harus daftar dulu di aplikasi iknow,ibu kota nusantara ikn jadi sorotan masyarakat dan tak sedikit yang ingin mengunjung tempat tersebut nah untuk bisa masuk harus daftar duanda di aplikasi iknow,ibu kota nusantara ikn jadi sorotan masyarakat tak sedikit ingin mengunjung tempat tersebut nah bisa masuk daftar duanda aplikasi iknow,"['ibu', 'kota', 'nusantara', 'ikn', 'jadi', 'sorotan', 'masyarakat', 'tak', 'sedikit', 'ingin', 'mengunjung', 'tempat', 'tersebut', 'nah', 'bisa', 'masuk', 'daftar', 'duanda', 'aplikasi', 'iknow']",ibu kota nusantara ikn jadi sorot masyarakat tak sedikit ingin unjung tempat sebut nah bisa masuk daftar duanda aplikasi iknow
Jokowi Sebut IKN Keputusan Rakyat HNW: Beda dengan Fakta Lapangan HNW mengatakan PKS sedari awal sudah menolak pindahnya ibu kota. Ia menyarankan Jokowi untuk mengungkapkan apa adanya ke publik. &gt;&gt; https://t.co/svMc2tyWAm #detikcom,Jokowi Sebut IKN Keputusan Rakyat HNW Beda dengan Fakta Lapangan HNW mengatakan PKS sedari awal sudah menolak pindahnya ibu kota Ia menyarankan Jokowi untuk mengungkapkan apa adanya ke publik gtgt,jokowi sebut ikn keputusan rakyat hnw beda dengan fakta lapangan hnw mengatakan pks sedari awal sudah menolak pindahnya ibu kota ia menyarankan jokowi untuk mengungkapkan apa adanya ke publik gtgt,jokowi sebut ikn keputusan rakyat hnw beda dengan fakta lapangan hnw mengatakan pks sedari awal sudah menolak pindahanyaa ibu kota ia menyarankan jokowi untuk mengungkapkan apa adanya ke publik gtgt,jokowi sebut ikn keputusan rakyat hnw beda fakta lapangan hnw mengatakan pks sedari awal menolak pindahanyaa ibu kota menyarankan jokowi mengungkapkan apa adanya publik gtgt,"['jokowi', 'sebut', 'ikn', 'keputusan', 'rakyat', 'hnw', 'beda', 'fakta', 'lapangan', 'hnw', 'mengatakan', 'pks', 'sedari', 'awal', 'menolak', 'pindahanyaa', 'ibu', 'kota', 'menyarankan', 'jokowi', 'mengungkapkan', 'apa', 'adanya', 'publik', 'gtgt']",jokowi sebut ikn putus rakyat hnw beda fakta lapang hnw kata pks dar awal tolak pindahanyaa ibu kota saran jokowi ungkap apa ada publik gtgt
Keppres pemindahan ibu kota ke IKN belum ditandatangani hingga kini. Presiden Jokowi mengatakan kesiapan IKN jadi pertimbangan. Ia tekankan pindah ibu kota harus dihitung secara matang. https://t.co/cCbSZc5po3,Keppres pemindahan ibu kota ke IKN belum ditandatangani hingga kini Presiden Jokowi mengatakan kesiapan IKN jadi pertimbangan Ia tekankan pindah ibu kota harus dihitung secara matang,keppres pemindahan ibu kota ke ikn belum ditandatangani hingga kini presiden jokowi mengatakan kesiapan ikn jadi pertimbangan ia tekankan pindah ibu kota harus dihitung secara matang,keppres pemindahan ibu kota ke ikn beandam ditandatangani hingga kini presiden jokowi mengatakan kesiapan ikn jadi pertimbangan ia tekankan pindah ibu kota harus dihitung secara matang,keppres pemindahan ibu kota ikn beandam ditandatangani hingga kini presiden jokowi mengatakan kesiapan ikn jadi pertimbangan tekankan pindah ibu kota dihitung matang,"['keppres', 'pemindahan', 'ibu', 'kota', 'ikn', 'beandam', 'ditandatangani', 'hingga', 'kini', 'presiden', 'jokowi', 'mengatakan', 'kesiapan', 'ikn', 'jadi', 'pertimbangan', 'tekankan', 'pindah', 'ibu', 'kota', 'dihitung', 'matang']",keppres pindah ibu kota ikn beandam ditandatangani hingga kini presiden jokowi kata kesiap ikn jadi timbang tekan pindah ibu kota hitung matang
IBU KOTA NUSANTARA Menyongsong masa depan dengan inovasi dan keberlanjutan #IbuKotaNegaraNusantara #IKN #IKNNusantara #IndonesiaEmas2045 #SmartCity #KotaModern #IndonesiaMaju #SmartDefenseSystem #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata https://t.co/j1zLtGEki6,IBU KOTA NUSANTARA Menyongsong masa depan dengan inovasi dan keberlanjutan,ibu kota nusantara menyongsong masa depan dengan inovasi dan keberlanjutan,ibu kota nusantara menyongsong masa depan dengan inovasi dan keberlanjutan,ibu kota nusantara menyongsong masa depan inovasi keberlanjutan,"['ibu', 'kota', 'nusantara', 'menyongsong', 'masa', 'depan', 'inovasi', 'keberlanjutan']",ibu kota nusantara songsong masa depan inovasi lanjut
Ibu Kota Nusantara menyatukan inovasi kota dengan alam #IKN https://t.co/WCTJkra3mW,Ibu Kota Nusantara menyatukan inovasi kota dengan alam,ibu kota nusantara menyatukan inovasi kota dengan alam,ibu kota nusantara menyatukan inovasi kota dengan alam,ibu kota nusantara menyatukan inovasi kota alam,"['ibu', 'kota', 'nusantara', 'menyatukan', 'inovasi', 'kota', 'alam']",ibu kota nusantara satu inovasi kota alam
Pemerintah menyiapkan anggaran sebesar Rp 15 triliun untuk kelanjutan pembangunan Ibu Kota Nusantara (IKN) tahun depan. #IbuKotaNegaraNusantara #IKN #IKNNusantara #IndonesiaEmas2045 #SmartCity #KotaModern #KerjaNyataJokowi #JokowiMerakyat #JokowiBerdedikasi #KaryaNyata https://t.co/BwxIzm8GEN,Pemerintah menyiapkan anggaran sebesar Rp 15 triliun untuk kelanjutan pembangunan Ibu Kota Nusantara IKN tahun depan,pemerintah menyiapkan anggaran sebesar rp 15 triliun untuk kelanjutan pembangunan ibu kota nusantara ikn tahun depan,pemerintah menyiapkan anggaran sebesar rp 15 triliun untuk kelanjutan pembangunanan ibu kota nusantara ikn tahun depan,pemerintah menyiapkan anggaran sebesar rp 15 triliun kelanjutan pembangunanan ibu kota nusantara ikn tahun depan,"['pemerintah', 'menyiapkan', 'anggaran', 'sebesar', 'rp', '15', 'triliun', 'kelanjutan', 'pembangunanan', 'ibu', 'kota', 'nusantara', 'ikn', 'tahun', 'depan']",perintah siap anggar besar rp 15 triliun lanjut pembangunanan ibu kota nusantara ikn tahun depan
 Kita melihat itu kesiapan betul-betul di sana harus betul-betul siap betul tanda tangan gampang tapi kesiapan IKN itu sendiri kata Jokowi. https://t.co/Bdidb6oFGR,Kita melihat itu kesiapan betulbetul di sana harus betulbetul siap betul tanda tangan gampang tapi kesiapan IKN itu sendiri kata Jokowi,kita melihat itu kesiapan betulbetul di sana harus betulbetul siap betul tanda tangan gampang tapi kesiapan ikn itu sendiri kata jokowi,kita melihat itu kesiapan betulbetul di sana harus betulbetul siap betul tanda tangan gampang tapi kesiapan ikn itu sesendiri kata jokowi,melihat kesiapan betulbetul sana betulbetul siap betul tanda tangan gampang kesiapan ikn sesendiri kata jokowi,"['melihat', 'kesiapan', 'betulbetul', 'sana', 'betulbetul', 'siap', 'betul', 'tanda', 'tangan', 'gampang', 'kesiapan', 'ikn', 'sesendiri', 'kata', 'jokowi']",lihat kesiap betulbetul sana betulbetul siap betul tanda tangan gampang kesiap ikn sendiri kata jokowi
Presiden Jokowi menginginkan pemindahan ibu kota ke IKN bukan hanya pindah secara fisik saja tapi juga pindah pola pikir dan cara kerja. https://t.co/Xg5Py0n9fK,Presiden Jokowi menginginkan pemindahan ibu kota ke IKN bukan hanya pindah secara fisik saja tapi juga pindah pola pikir dan cara kerja,presiden jokowi menginginkan pemindahan ibu kota ke ikn bukan hanya pindah secara fisik saja tapi juga pindah pola pikir dan cara kerja,presiden jokowi menginginkan pemindahan ibu kota ke ikn bukan hanya pindah secara fisik saja tapi juga pindah pola pikir dan cara kerja,presiden jokowi menginginkan pemindahan ibu kota ikn bukan pindah fisik tapi pindah pola pikir cara kerja,"['presiden', 'jokowi', 'menginginkan', 'pemindahan', 'ibu', 'kota', 'ikn', 'bukan', 'pindah', 'fisik', 'tapi', 'pindah', 'pola', 'pikir', 'cara', 'kerja']",presiden jokowi ingin pindah ibu kota ikn bukan pindah fisik tapi pindah pola pikir cara kerja
Jokowi beri arahan kepada pejabat TNI-Polri di IKN. Jokowi mengatakan kepindahan ibu kota ke IKN bukan sekedar pindah istana tapi perlu ada perubahan pola pikir. https://t.co/h2Y5ng3Q3O,Jokowi beri arahan kepada pejabat TNIPolri di IKN Jokowi mengatakan kepindahan ibu kota ke IKN bukan sekedar pindah istana tapi perlu ada perubahan pola pikir,jokowi beri arahan kepada pejabat tnipolri di ikn jokowi mengatakan kepindahan ibu kota ke ikn bukan sekedar pindah istana tapi perlu ada perubahan pola pikir,jokowi beri arahan kepada pejabat tnipolri di ikn jokowi mengatakan kepindahan ibu kota ke ikn bukan sekedar pindah istana tapi peranda ada perubahan pola pikir,jokowi beri arahan pejabat tnipolri ikn jokowi mengatakan kepindahan ibu kota ikn bukan sekedar pindah istana peranda perubahan pola pikir,"['jokowi', 'beri', 'arahan', 'pejabat', 'tnipolri', 'ikn', 'jokowi', 'mengatakan', 'kepindahan', 'ibu', 'kota', 'ikn', 'bukan', 'sekedar', 'pindah', 'istana', 'peranda', 'perubahan', 'pola', 'pikir']",jokowi beri arah jabat tnipolri ikn jokowi kata pindah ibu kota ikn bukan dar pindah istana anda ubah pola pikir
Kok berkantor di IKN ga jadi terus sih pak? Klo bapak ngantor di sana pasti akan banyak investor asing masuk. Mereka makin percaya bahwa IKN akan jadi ibu kota negara pusat ekonomi dan peradaban Indonesia masa depan. Gass pak https://t.co/lONctWR8kR,Kok berkantor di IKN ga jadi terus sih pak Klo bapak ngantor di sana pasti akan banyak investor asing masuk Mereka makin percaya bahwa IKN akan jadi ibu kota negara pusat ekonomi dan peradaban Indonesia masa depan Gass pak,kok berkantor di ikn ga jadi terus sih pak klo bapak ngantor di sana pasti akan banyak investor asing masuk mereka makin percaya bahwa ikn akan jadi ibu kota negara pusat ekonomi dan peradaban indonesia masa depan gass pak,kok berkantor di ikn ga jadi terus sih pak kalau bapak ngantor di sana pasti akan banyak investor asing masuk mereka makin percaya bahwa ikn akan jadi ibu kota nusantara pusat ekonomi dan peradaban indonesia masa depan gass pak,kok berkantor ikn ga jadi terus sih pak kalau bapak ngantor sana banyak investor asing masuk makin percaya ikn akan jadi ibu kota nusantara pusat ekonomi peradaban indonesia masa depan gass pak,"['kok', 'berkantor', 'ikn', 'ga', 'jadi', 'terus', 'sih', 'pak', 'kalau', 'bapak', 'ngantor', 'sana', 'banyak', 'investor', 'asing', 'masuk', 'makin', 'percaya', 'ikn', 'akan', 'jadi', 'ibu', 'kota', 'nusantara', 'pusat', 'ekonomi', 'peradaban', 'indonesia', 'masa', 'depan', 'gass', 'pak']",kok kantor ikn ga jadi terus sih pak kalau bapak ngantor sana banyak investor asing masuk makin percaya ikn akan jadi ibu kota nusantara pusat ekonomi adab indonesia masa depan gass pak
Bung Karno mengeluarkan UU Darurat No.10 tahun 1957 berdirinya Palangkaraya di Kalteng sbg ibu kota ideal itu bukan buat ibu kota Indonesia tapi menjawab gejolak di luar negeri dan dalam negeri di tahun 1952-1963. Gak ada wacana pindah ibu kota negara di UU Darurat itu coba https://t.co/G4KzqwY7tl,Bung Karno mengeluarkan UU Darurat No10 tahun 1957 berdirinya Palangkaraya di Kalteng sbg ibu kota ideal itu bukan buat ibu kota Indonesia tapi menjawab gejolak di luar negeri dan dalam negeri di tahun 19521963 Gak ada wacana pindah ibu kota negara di UU Darurat itu coba,bung karno mengeluarkan uu darurat no10 tahun 1957 berdirinya palangkaraya di kalteng sbg ibu kota ideal itu bukan buat ibu kota indonesia tapi menjawab gejolak di luar negeri dan dalam negeri di tahun 19521963 gak ada wacana pindah ibu kota negara di uu darurat itu coba,bung karno mengeandaarkan uu darurat no10 tahun 1957 berdirinya palangkaraya di kalteng sbg ibu kota ideal itu bukan buat ibu kota indonesia tapi menjawab gejolak di andaar negeri dan dalam negeri di tahun 19521963 gak ada wacana pindah ibu kota nusantara di uu darurat itu coba,bung karno mengeandaarkan uu darurat no10 tahun 1957 berdirinya palangkaraya kalteng sbg ibu kota ideal bukan buat ibu kota indonesia menjawab gejolak andaar negeri dalam negeri tahun 19521963 gak wacana pindah ibu kota nusantara uu darurat coba,"['bung', 'karno', 'mengeandaarkan', 'uu', 'darurat', 'no10', 'tahun', '1957', 'berdirinya', 'palangkaraya', 'kalteng', 'sbg', 'ibu', 'kota', 'ideal', 'bukan', 'buat', 'ibu', 'kota', 'indonesia', 'menjawab', 'gejolak', 'andaar', 'negeri', 'dalam', 'negeri', 'tahun', '19521963', 'gak', 'wacana', 'pindah', 'ibu', 'kota', 'nusantara', 'uu', 'darurat', 'coba']",bung karno mengeandaarkan uu darurat no10 tahun 1957 diri palangkaraya kalteng sbg ibu kota ideal bukan buat ibu kota indonesia jawab gejolak andaar negeri dalam negeri tahun 19521963 gak wacana pindah ibu kota nusantara uu darurat coba
